row_id,column,clean_value,final_value,error_type
33112,marital-status,Never-married,Married-civ-spouse,intentional
33156,marital-status,Divorced,Married-civ-spouse,intentional
33231,marital-status,Divorced,Married-AF-spouse,intentional
33343,marital-status,Never-married,Married-civ-spouse,intentional
33429,marital-status,Divorced,Married-civ-spouse,intentional
33430,marital-status,Divorced,Married-civ-spouse,intentional
33483,marital-status,Never-married,Married-civ-spouse,intentional
33502,marital-status,Never-married,Married-civ-spouse,intentional
33663,marital-status,Never-married,Married-civ-spouse,intentional
33720,marital-status,Divorced,Married-civ-spouse,intentional
33792,marital-status,Divorced,Married-civ-spouse,intentional
33804,marital-status,Widowed,Married-civ-spouse,intentional
33806,marital-status,Never-married,Married-civ-spouse,intentional
33823,marital-status,Never-married,Married-civ-spouse,intentional
33905,marital-status,Never-married,Married-civ-spouse,intentional
33947,marital-status,Divorced,Married-civ-spouse,intentional
34001,marital-status,Never-married,Married-civ-spouse,intentional
34016,marital-status,Never-married,Married-civ-spouse,intentional
34129,marital-status,Separated,Married-civ-spouse,intentional
34227,marital-status,Never-married,Married-civ-spouse,intentional
34230,marital-status,Separated,Married-civ-spouse,intentional
34257,marital-status,Never-married,Married-civ-spouse,intentional
34271,marital-status,Never-married,Married-civ-spouse,intentional
34314,marital-status,Widowed,Married-civ-spouse,intentional
34373,marital-status,Never-married,Married-civ-spouse,intentional
34394,marital-status,Never-married,Married-civ-spouse,intentional
34408,marital-status,Divorced,Married-AF-spouse,intentional
34662,marital-status,Widowed,Married-civ-spouse,intentional
34688,marital-status,Never-married,Married-civ-spouse,intentional
34747,marital-status,Divorced,Married-civ-spouse,intentional
34810,marital-status,Divorced,Married-civ-spouse,intentional
34966,marital-status,Never-married,Married-civ-spouse,intentional
34989,marital-status,Never-married,Married-civ-spouse,intentional
35032,marital-status,Divorced,Married-civ-spouse,intentional
35172,marital-status,Separated,Married-AF-spouse,intentional
35177,marital-status,Divorced,Married-AF-spouse,intentional
35200,marital-status,Divorced,Married-civ-spouse,intentional
35206,marital-status,Never-married,Married-civ-spouse,intentional
35221,marital-status,Widowed,Married-civ-spouse,intentional
35227,marital-status,Never-married,Married-civ-spouse,intentional
35231,marital-status,Never-married,Married-civ-spouse,intentional
35262,marital-status,Never-married,Married-civ-spouse,intentional
35264,marital-status,Never-married,Married-civ-spouse,intentional
35267,marital-status,Never-married,Married-civ-spouse,intentional
35321,marital-status,Married-civ-spouse,Married-civ-spouse,intentional
35338,marital-status,Divorced,Married-civ-spouse,intentional
35344,marital-status,Divorced,Married-civ-spouse,intentional
35352,marital-status,Never-married,Married-civ-spouse,intentional
35478,marital-status,Separated,Married-AF-spouse,intentional
35518,marital-status,Never-married,Married-civ-spouse,intentional
35524,marital-status,Separated,Married-civ-spouse,intentional
35558,marital-status,Divorced,Married-civ-spouse,intentional
35640,marital-status,Never-married,Married-civ-spouse,intentional
35647,marital-status,Divorced,Married-civ-spouse,intentional
35672,marital-status,Never-married,Married-civ-spouse,intentional
35815,marital-status,Never-married,Married-civ-spouse,intentional
35833,marital-status,Divorced,Married-civ-spouse,intentional
35883,marital-status,Divorced,Married-civ-spouse,intentional
35920,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
35959,marital-status,Divorced,Married-AF-spouse,intentional
35973,marital-status,Never-married,Married-AF-spouse,intentional
36059,marital-status,Widowed,Married-civ-spouse,intentional
36160,marital-status,Never-married,Married-civ-spouse,intentional
36165,marital-status,Never-married,Married-civ-spouse,intentional
36221,marital-status,Divorced,Married-civ-spouse,intentional
36257,marital-status,Never-married,Married-civ-spouse,intentional
36299,marital-status,Never-married,Married-civ-spouse,intentional
36340,marital-status,Never-married,Married-civ-spouse,intentional
36367,marital-status,Never-married,Married-civ-spouse,intentional
36394,marital-status,Never-married,Married-civ-spouse,intentional
36520,marital-status,Divorced,Married-AF-spouse,intentional
36540,marital-status,Married-spouse-absent,Married-AF-spouse,intentional
36594,marital-status,Never-married,Married-civ-spouse,intentional
36665,marital-status,Never-married,Married-civ-spouse,intentional
36680,marital-status,Widowed,Married-civ-spouse,intentional
36689,marital-status,Divorced,Married-civ-spouse,intentional
36693,marital-status,Divorced,Widowed,intentional
36763,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
36805,marital-status,Divorced,Married-civ-spouse,intentional
36806,marital-status,Never-married,Married-AF-spouse,intentional
36912,marital-status,Widowed,Married-civ-spouse,intentional
36953,marital-status,Divorced,Married-civ-spouse,intentional
36989,marital-status,Never-married,Married-civ-spouse,intentional
36996,marital-status,Divorced,Married-civ-spouse,intentional
37024,marital-status,Never-married,Married-civ-spouse,intentional
37044,marital-status,Divorced,Married-civ-spouse,intentional
37060,marital-status,Never-married,Married-civ-spouse,intentional
37091,marital-status,Separated,Married-civ-spouse,intentional
37114,marital-status,Never-married,Married-civ-spouse,intentional
37172,marital-status,Never-married,Married-civ-spouse,intentional
37173,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
37190,marital-status,Widowed,Married-civ-spouse,intentional
37302,marital-status,Separated,Married-civ-spouse,intentional
37324,marital-status,Never-married,Married-civ-spouse,intentional
37393,marital-status,Separated,Married-civ-spouse,intentional
37396,marital-status,Never-married,Married-civ-spouse,intentional
37447,marital-status,Never-married,Married-AF-spouse,intentional
37498,marital-status,Never-married,Married-civ-spouse,intentional
37509,marital-status,Separated,Married-AF-spouse,intentional
37550,marital-status,Never-married,Married-civ-spouse,intentional
37578,marital-status,Divorced,Married-civ-spouse,intentional
37733,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
37735,marital-status,Divorced,Married-civ-spouse,intentional
37767,marital-status,Never-married,Married-civ-spouse,intentional
37789,marital-status,Never-married,Married-civ-spouse,intentional
37835,marital-status,Never-married,Married-civ-spouse,intentional
37862,marital-status,Never-married,Married-civ-spouse,intentional
37866,marital-status,Never-married,Married-civ-spouse,intentional
37872,marital-status,Separated,Married-AF-spouse,intentional
37890,marital-status,Never-married,Married-civ-spouse,intentional
37973,marital-status,Never-married,Married-civ-spouse,intentional
37981,marital-status,Divorced,Married-civ-spouse,intentional
38028,marital-status,Never-married,Married-civ-spouse,intentional
38071,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
38100,marital-status,Divorced,Married-AF-spouse,intentional
38147,marital-status,Married-civ-spouse,Married-civ-spouse,intentional
38167,marital-status,Divorced,Married-civ-spouse,intentional
38215,marital-status,Divorced,Married-civ-spouse,intentional
38278,marital-status,Divorced,Married-AF-spouse,intentional
38329,marital-status,Never-married,Married-civ-spouse,intentional
38334,marital-status,Never-married,Married-civ-spouse,intentional
38412,marital-status,Divorced,Married-civ-spouse,intentional
38435,marital-status,Separated,Married-civ-spouse,intentional
38493,marital-status,Divorced,Married-civ-spouse,intentional
38545,marital-status,Never-married,Married-civ-spouse,intentional
38548,marital-status,Never-married,Married-civ-spouse,intentional
38572,marital-status,Widowed,Married-civ-spouse,intentional
38580,marital-status,Separated,Married-civ-spouse,intentional
38644,marital-status,Divorced,Married-civ-spouse,intentional
38661,marital-status,Never-married,Married-civ-spouse,intentional
10330,native-country,Mexico,South,intentional
10603,native-country,Mexico,Taiwan,intentional
11603,native-country,Cuba,?,intentional
15093,native-country,Mexico,Thailand,intentional
2381,occupation,Machine-op-inspct,Prof-specialty,intentional
2503,occupation,Other-service,Sales,intentional
2644,occupation,Farming-fishing,Prof-specialty,intentional
4216,occupation,?,Prof-specialty,intentional
5445,occupation,Craft-repair,Transport-moving,intentional
5843,occupation,Other-service,Armed-Forces,intentional
6145,occupation,Handlers-cleaners,Prof-specialty,intentional
7025,occupation,Machine-op-inspct,Transport-moving,intentional
7635,occupation,Other-service,Sales,intentional
8843,occupation,Other-service,Tech-support,intentional
8880,occupation,Other-service,Sales,intentional
9908,occupation,Farming-fishing,Exec-managerial,intentional
10519,occupation,Farming-fishing,Tech-support,intentional
11012,occupation,Adm-clerical,Prof-specialty,intentional
11636,occupation,Other-service,Protective-serv,intentional
11829,occupation,Adm-clerical,Prof-specialty,intentional
11987,occupation,?,Tech-support,intentional
13493,occupation,Other-service,Exec-managerial,intentional
14069,occupation,Machine-op-inspct,Transport-moving,intentional
14531,occupation,Other-service,Tech-support,intentional
15930,occupation,Machine-op-inspct,Craft-repair,intentional
16321,occupation,Machine-op-inspct,Tech-support,intentional
16522,occupation,Other-service,Exec-managerial,intentional
17033,occupation,Craft-repair,Transport-moving,intentional
17225,occupation,Machine-op-inspct,Prof-specialty,intentional
17342,occupation,Machine-op-inspct,Craft-repair,intentional
17568,occupation,Other-service,Transport-moving,intentional
18115,occupation,Craft-repair,Protective-serv,intentional
18495,occupation,Other-service,Prof-specialty,intentional
19980,occupation,Machine-op-inspct,Tech-support,intentional
20765,occupation,Adm-clerical,Tech-support,intentional
21036,occupation,?,Sales,intentional
21236,occupation,Other-service,Tech-support,intentional
21638,occupation,Handlers-cleaners,Protective-serv,intentional
21736,occupation,Craft-repair,Protective-serv,intentional
22222,occupation,Other-service,Exec-managerial,intentional
23240,occupation,Machine-op-inspct,Sales,intentional
25728,occupation,Machine-op-inspct,Adm-clerical,intentional
26591,occupation,Machine-op-inspct,Prof-specialty,intentional
26959,occupation,Farming-fishing,Tech-support,intentional
27340,occupation,?,Sales,intentional
28003,occupation,Other-service,Exec-managerial,intentional
28377,occupation,Machine-op-inspct,Sales,intentional
29673,occupation,Machine-op-inspct,Transport-moving,intentional
29834,occupation,Adm-clerical,Prof-specialty,intentional
30055,occupation,Machine-op-inspct,Sales,intentional
30349,occupation,Other-service,Armed-Forces,intentional
30476,occupation,Other-service,Adm-clerical,intentional
31222,occupation,Handlers-cleaners,Transport-moving,intentional
33352,occupation,Machine-op-inspct,Protective-serv,intentional
33849,occupation,Machine-op-inspct,Craft-repair,intentional
33989,occupation,?,Tech-support,intentional
35150,occupation,Adm-clerical,Sales,intentional
36241,occupation,Adm-clerical,Prof-specialty,intentional
36337,occupation,Craft-repair,Prof-specialty,intentional
36637,occupation,Machine-op-inspct,Prof-specialty,intentional
37517,occupation,Handlers-cleaners,Tech-support,intentional
38044,occupation,Adm-clerical,Tech-support,intentional
38133,occupation,Farming-fishing,Transport-moving,intentional
61,relationship,Not-in-family,Husband,intentional
101,relationship,Unmarried,Wife,intentional
119,relationship,Unmarried,Wife,intentional
120,relationship,Unmarried,Husband,intentional
