manip_index,correct_index,feature,ground_truth,predicted,mismatch_type,record_value,correct_value
4043,1347,education-num,-1,1,FP,10,13
4051,1350,education-num,-1,1,FP,13,10
4055,1351,education-num,-1,1,FP,90,9
4057,1352,education-num,-1,1,FP,100,9
4060,1353,education-num,-1,1,FP,100,10
4062,1354,education-num,-1,1,FP,19,9
4066,1355,education-num,-1,1,FP,19,9
4071,1357,education-num,-1,1,FP,101,10
4080,1360,education-num,-1,1,FP,130,13
4110,1370,education-num,-1,1,FP,16,15
4119,1373,education-num,-1,1,FP,16,15
4123,1374,education-num,-1,1,FP,19,9
4133,1377,education-num,-1,1,FP,16,10
4146,1382,education-num,1,-1,FN,13,10
4159,1386,education-num,-1,1,FP,16,15
4171,1390,education-num,-1,1,FP,111,11
4177,1392,education-num,-1,1,FP,19,9
4198,1399,education-num,-1,1,FP,100,10
4206,1402,education-num,-1,1,FP,100,10
4236,1412,education-num,1,-1,FN,15,13
4245,1415,education-num,-1,1,FP,77,7
4246,1415,education-num,-1,1,FP,777,7
4255,1418,education-num,-1,1,FP,21,12
4257,1419,education-num,-1,1,FP,101,10
4260,1420,education-num,-1,1,FP,16,13
4269,1423,education-num,-1,1,FP,100,10
4278,1426,education-num,-1,1,FP,12,11
4294,1431,education-num,-1,1,FP,21,12
4303,1434,education-num,-1,1,FP,16,10
4345,1448,education-num,-1,1,FP,16,12
4356,1452,education-num,-1,1,FP,100,10
4362,1454,education-num,-1,1,FP,16,13
4385,1461,education-num,-1,1,FP,Some-college,10
4414,1471,education-num,-1,1,FP,19,9
4419,1473,education-num,-1,1,FP,19,9
4435,1478,education-num,-1,1,FP,66,6
4443,1481,education-num,1,-1,FN,13,7
4451,1483,education-num,1,-1,FN,13,11
4465,1488,education-num,-1,1,FP,100,10
4468,1489,education-num,-1,1,FP,19,9
4487,1495,education-num,-1,1,FP,100,10
4492,1497,education-num,-1,1,FP,111,11
4498,1499,education-num,-1,1,FP,16,9
4505,1501,education-num,-1,1,FP,13,10
4536,1512,education-num,-1,1,FP,59,5
4554,1518,education-num,-1,1,FP,19,13
4560,1520,education-num,-1,1,FP,101,10
4563,1521,education-num,-1,1,FP,100,10
4566,1522,education-num,-1,1,FP,101,10
4588,1529,education-num,-1,1,FP,120,12
4599,1533,education-num,1,-1,FN,10,6
4614,1538,education-num,-1,1,FP,100,10
4617,1539,education-num,1,-1,FN,10,6
4627,1542,education-num,-1,1,FP,100,10
4642,1547,education-num,1,-1,FN,12,9
4647,1549,education-num,-1,1,FP,90,9
4657,1552,education-num,1,-1,FN,12,9
4667,1555,education-num,1,-1,FN,14,13
4668,1556,education-num,1,-1,FN,10,9
4673,1557,education-num,-1,1,FP,90,9
4674,1558,education-num,1,-1,FN,13,10
4678,1559,education-num,1,-1,FN,16,13
4686,1562,education-num,-1,1,FP,111,11
4696,1565,education-num,-1,1,FP,111,11
4716,1572,education-num,1,-1,FN,13,10
4734,1578,education-num,-1,1,FP,100,10
4737,1579,education-num,-1,1,FP,100,10
4745,1581,education-num,1,-1,FN,14,13
4748,1582,education-num,1,-1,FN,16,15
4749,1583,education-num,1,-1,FN,14,13
4764,1588,education-num,1,-1,FN,12,9
4769,1589,education-num,1,-1,FN,14,13
4774,1591,education-num,-1,1,FP,19,9
4782,1594,education-num,-1,1,FP,100,10
4789,1596,education-num,-1,1,FP,16,13
4794,1598,education-num,-1,1,FP,101,10
4804,1601,education-num,-1,1,FP,19,9
4823,1607,education-num,-1,1,FP,19,9
4831,1610,education-num,-1,1,FP,16,9
4855,1618,education-num,-1,1,FP,31,13
4860,1620,education-num,-1,1,FP,100,10
4869,1623,education-num,1,-1,FN,10,9
4873,1624,education-num,-1,1,FP,111,11
4875,1625,education-num,1,-1,FN,12,9
4885,1628,education-num,1,-1,FN,13,10
4894,1631,education-num,-1,1,FP,100,10
4897,1632,education-num,-1,1,FP,19,9
4903,1634,education-num,-1,1,FP,19,9
4919,1639,education-num,-1,1,FP,100,10
4944,1648,education-num,-1,1,FP,16,13
4948,1649,education-num,-1,1,FP,5,3
4951,1650,education-num,-1,1,FP,9,6
4965,1655,education-num,-1,1,FP,19,9
4975,1658,education-num,-1,1,FP,111,11
4982,1660,education-num,-1,1,FP,100,10
4995,1665,education-num,-1,1,FP,15,13
5006,1668,education-num,-1,1,FP,11,13
5010,1670,education-num,-1,1,FP,16,15
5017,1672,education-num,-1,1,FP,19,9
5025,1675,education-num,-1,1,FP,130,13
5044,1681,education-num,-1,1,FP,19,9
5048,1682,education-num,-1,1,FP,19,9
5081,1693,education-num,-1,1,FP,90,9
5086,1695,education-num,-1,1,FP,16,13
5091,1697,education-num,-1,1,FP,90,9
5097,1699,education-num,-1,1,FP,19,9
5104,1701,education-num,-1,1,FP,17,7
5110,1703,education-num,1,-1,FN,16,13
5114,1704,education-num,-1,1,FP,70,7
5128,1709,education-num,-1,1,FP,10,1
5130,1710,education-num,-1,1,FP,100,10
5142,1714,education-num,-1,1,FP,101,10
5152,1717,education-num,-1,1,FP,111,11
5158,1719,education-num,-1,1,FP,19,9
5211,1737,education-num,-1,1,FP,101,10
5214,1738,education-num,-1,1,FP,16,13
5217,1739,education-num,-1,1,FP,9,4
5219,1739,education-num,-1,1,FP,14,4
5244,1748,education-num,-1,1,FP,100,10
5254,1751,education-num,-1,1,FP,19,9
5257,1752,education-num,-1,1,FP,19,9
5289,1763,education-num,-1,1,FP,13,12
5301,1767,education-num,-1,1,FP,111,11
5308,1769,education-num,-1,1,FP,70,7
5314,1771,education-num,-1,1,FP,19,9
5316,1772,education-num,-1,1,FP,100,10
5320,1773,education-num,-1,1,FP,111,11
5326,1775,education-num,-1,1,FP,30,3
5343,1781,education-num,-1,1,FP,16,13
5374,1791,education-num,-1,1,FP,1,10
5379,1793,education-num,1,-1,FN,16,14
5383,1794,education-num,-1,1,FP,4,1
5416,1805,education-num,-1,1,FP,19,9
5418,1806,education-num,-1,1,FP,100,10
5441,1813,education-num,-1,1,FP,11,10
5468,1822,education-num,-1,1,FP,141,14
5475,1825,education-num,-1,1,FP,16,13
5509,1836,education-num,-1,1,FP,90,9
5516,1838,education-num,-1,1,FP,9,7
5526,1842,education-num,-1,1,FP,100,10
5549,1849,education-num,-1,1,FP,19,9
5550,1850,education-num,-1,1,FP,16,13
5556,1852,education-num,1,-1,FN,13,10
5559,1853,education-num,-1,1,FP,16,13
5576,1858,education-num,-1,1,FP,100,10
5577,1859,education-num,-1,1,FP,13,12
5583,1861,education-num,-1,1,FP,100,10
5587,1862,education-num,-1,1,FP,100,10
5590,1863,education-num,1,-1,FN,17,14
5599,1866,education-num,-1,1,FP,100,10
5608,1869,education-num,-1,1,FP,17,7
5650,1883,education-num,-1,1,FP,90,9
5668,1889,education-num,-1,1,FP,19,9
5677,1892,education-num,1,-1,FN,12,9
5689,1896,education-num,-1,1,FP,19,9
5693,1897,education-num,-1,1,FP,12,10
5695,1898,education-num,-1,1,FP,16,10
5700,1900,education-num,-1,1,FP,9,4
5724,1908,education-num,-1,1,FP,16,13
5734,1911,education-num,-1,1,FP,17,7
5739,1913,education-num,-1,1,FP,16,13
5764,1921,education-num,-1,1,FP,19,9
5772,1924,education-num,-1,1,FP,8,7
5814,1938,education-num,-1,1,FP,101,10
5863,1954,education-num,-1,1,FP,19,9
5871,1957,education-num,-1,1,FP,9,4
5872,1957,education-num,-1,1,FP,14,4
5886,1962,education-num,-1,1,FP,101,10
5889,1963,education-num,-1,1,FP,100,10
5923,1974,education-num,-1,1,FP,13,10
5929,1976,education-num,-1,1,FP,99,9
5931,1977,education-num,1,-1,FN,16,14
5934,1978,education-num,-1,1,FP,16,13
5949,1983,education-num,-1,1,FP,15,10
5954,1984,education-num,-1,1,FP,40,4
5964,1988,education-num,-1,1,FP,16,13
5981,1993,education-num,1,-1,FN,12,9
5983,1994,education-num,-1,1,FP,100,10
5997,1999,education-num,-1,1,FP,16,13
6000,2000,education-num,-1,1,FP,19,9
6006,2002,education-num,-1,1,FP,100,10
6013,2004,education-num,-1,1,FP,19,9
6023,2007,education-num,-1,1,FP,16,10
6030,2010,education-num,-1,1,FP,90,9
6040,2013,education-num,-1,1,FP,53,3
6043,2014,education-num,-1,1,FP,16,9
6050,2016,education-num,-1,1,FP,16,14
6054,2018,education-num,-1,1,FP,16,13
6059,2019,education-num,-1,1,FP,90,9
6064,2021,education-num,1,-1,FN,15,13
6106,2035,education-num,-1,1,FP,19,9
6110,2036,education-num,-1,1,FP,21,12
6119,2039,education-num,-1,1,FP,13,10
6127,2042,education-num,-1,1,FP,31,13
6129,2043,education-num,-1,1,FP,101,10
6149,2049,education-num,-1,1,FP,110,11
6154,2051,education-num,1,-1,FN,16,14
6157,2052,education-num,1,-1,FN,16,13
6161,2053,education-num,-1,1,FP,19,9
6167,2055,education-num,-1,1,FP,7,4
6171,2057,education-num,-1,1,FP,130,13
6178,2059,education-num,-1,1,FP,19,9
6192,2064,education-num,-1,1,FP,100,10
6195,2065,education-num,-1,1,FP,16,13
6202,2067,education-num,-1,1,FP,19,9
6207,2069,education-num,-1,1,FP,130,13
6217,2072,education-num,-1,1,FP,15,10
6222,2074,education-num,-1,1,FP,19,9
6227,2075,education-num,-1,1,FP,19,9
6238,2079,education-num,-1,1,FP,15,10
6253,2084,education-num,-1,1,FP,130,13
6256,2085,education-num,-1,1,FP,16,9
6277,2092,education-num,-1,1,FP,16,9
6280,2093,education-num,-1,1,FP,19,9
6282,2094,education-num,-1,1,FP,100,10
6288,2096,education-num,-1,1,FP,19,9
6313,2104,education-num,-1,1,FP,19,9
6324,2108,education-num,-1,1,FP,16,13
6331,2110,education-num,-1,1,FP,19,9
6340,2113,education-num,-1,1,FP,66,6
6345,2115,education-num,-1,1,FP,130,13
6370,2123,education-num,-1,1,FP,17,15
6388,2129,education-num,-1,1,FP,111,11
6394,2131,education-num,-1,1,FP,100,10
6400,2133,education-num,-1,1,FP,19,9
6409,2136,education-num,-1,1,FP,66,6
6414,2138,education-num,-1,1,FP,16,13
6426,2142,education-num,-1,1,FP,70,7
6427,2142,education-num,-1,1,FP,77,7
6436,2145,education-num,-1,1,FP,19,9
6455,2151,education-num,-1,1,FP,16,13
6462,2154,education-num,-1,1,FP,16,6
6466,2155,education-num,1,-1,FN,10,7
6479,2159,education-num,-1,1,FP,101,10
6483,2161,education-num,-1,1,FP,101,10
6489,2163,education-num,-1,1,FP,16,13
6506,2168,education-num,-1,1,FP,11,10
6511,2170,education-num,-1,1,FP,19,9
6524,2174,education-num,-1,1,FP,101,10
6526,2175,education-num,-1,1,FP,31,13
6528,2176,education-num,1,-1,FN,13,10
6537,2179,education-num,1,-1,FN,13,10
6545,2181,education-num,-1,1,FP,19,9
6552,2184,education-num,1,-1,FN,12,9
6562,2187,education-num,-1,1,FP,19,9
6582,2194,education-num,-1,1,FP,15,14
6589,2196,education-num,-1,1,FP,16,9
6597,2199,education-num,1,-1,FN,15,13
6605,2201,education-num,-1,1,FP,10,6
6610,2203,education-num,-1,1,FP,131,13
6615,2205,education-num,-1,1,FP,130,13
6623,2207,education-num,-1,1,FP,16,11
6635,2211,education-num,-1,1,FP,16,15
6636,2212,education-num,-1,1,FP,19,13
6641,2213,education-num,-1,1,FP,19,9
6652,2217,education-num,1,-1,FN,13,10
6663,2221,education-num,-1,1,FP,16,13
6676,2225,education-num,-1,1,FP,100,10
6679,2226,education-num,-1,1,FP,111,11
6696,2232,education-num,-1,1,FP,100,10
6699,2233,education-num,-1,1,FP,16,13
6733,2244,education-num,-1,1,FP,13,10
6736,2245,education-num,1,-1,FN,11,10
6738,2246,education-num,-1,1,FP,101,10
6748,2249,education-num,-1,1,FP,19,9
6753,2251,education-num,-1,1,FP,100,10
6788,2262,education-num,1,-1,FN,8,7
6801,2267,education-num,-1,1,FP,77,7
6810,2270,education-num,-1,1,FP,16,6
6829,2276,education-num,1,-1,FN,10,9
6850,2283,education-num,-1,1,FP,130,13
6855,2285,education-num,1,-1,FN,10,7
6871,2290,education-num,-1,1,FP,16,9
6876,2292,education-num,-1,1,FP,16,15
6889,2296,education-num,-1,1,FP,111,11
6898,2299,education-num,-1,1,FP,111,11
6907,2302,education-num,-1,1,FP,41,14
6910,2303,education-num,-1,1,FP,19,9
6913,2304,education-num,-1,1,FP,133,13
6917,2305,education-num,1,-1,FN,14,13
6925,2308,education-num,-1,1,FP,18,8
6931,2310,education-num,-1,1,FP,16,10
6934,2311,education-num,-1,1,FP,19,9
6946,2315,education-num,-1,1,FP,16,13
6979,2326,education-num,-1,1,FP,100,10
6985,2328,education-num,-1,1,FP,21,12
6989,2329,education-num,-1,1,FP,11,9
6995,2331,education-num,-1,1,FP,100,10
7002,2334,education-num,-1,1,FP,100,10
7009,2336,education-num,-1,1,FP,130,13
7019,2339,education-num,-1,1,FP,16,13
7020,2340,education-num,-1,1,FP,16,13
7027,2342,education-num,-1,1,FP,16,9
7044,2348,education-num,-1,1,FP,19,9
7060,2353,education-num,-1,1,FP,100,10
7074,2358,education-num,-1,1,FP,15,13
7090,2363,education-num,-1,1,FP,19,9
7092,2364,education-num,-1,1,FP,101,10
7095,2365,education-num,-1,1,FP,100,10
7098,2366,education-num,-1,1,FP,130,13
7120,2373,education-num,1,-1,FN,13,10
7128,2376,education-num,-1,1,FP,100,10
7138,2379,education-num,-1,1,FP,16,10
7143,2381,education-num,-1,1,FP,101,10
7149,2383,education-num,-1,1,FP,11,7
7154,2384,education-num,-1,1,FP,16,10
7159,2386,education-num,-1,1,FP,19,9
7168,2389,education-num,-1,1,FP,100,10
7177,2392,education-num,-1,1,FP,16,9
7180,2393,education-num,-1,1,FP,19,9
7186,2395,education-num,-1,1,FP,19,9
7193,2397,education-num,-1,1,FP,13,12
7196,2398,education-num,-1,1,FP,12,9
7204,2401,education-num,-1,1,FP,19,9
7206,2402,education-num,-1,1,FP,16,13
7224,2408,education-num,-1,1,FP,16,13
7234,2411,education-num,-1,1,FP,19,9
7260,2420,education-num,-1,1,FP,16,13
7264,2421,education-num,-1,1,FP,111,11
7279,2426,education-num,-1,1,FP,101,10
7285,2428,education-num,-1,1,FP,19,9
7297,2432,education-num,-1,1,FP,11,9
7303,2434,education-num,-1,1,FP,16,9
7306,2435,education-num,-1,1,FP,100,10
7317,2439,education-num,-1,1,FP,100,10
7320,2440,education-num,-1,1,FP,50,5
7330,2443,education-num,-1,1,FP,19,9
7333,2444,education-num,-1,1,FP,13,10
7335,2445,education-num,-1,1,FP,19,9
7346,2448,education-num,-1,1,FP,19,9
7366,2455,education-num,-1,1,FP,15,10
7372,2457,education-num,1,-1,FN,13,10
7380,2460,education-num,-1,1,FP,100,10
7388,2462,education-num,-1,1,FP,21,12
7390,2463,education-num,-1,1,FP,19,9
7399,2466,education-num,-1,1,FP,19,9
7402,2467,education-num,-1,1,FP,111,11
7407,2469,education-num,-1,1,FP,160,16
7415,2471,education-num,-1,1,FP,19,9
7425,2475,education-num,-1,1,FP,19,9
7436,2478,education-num,-1,1,FP,12,9
7445,2481,education-num,1,-1,FN,13,11
7451,2483,education-num,1,-1,FN,15,13
7454,2484,education-num,-1,1,FP,41,14
7461,2487,education-num,-1,1,FP,130,13
7464,2488,education-num,-1,1,FP,100,10
7477,2492,education-num,-1,1,FP,19,9
7480,2493,education-num,-1,1,FP,100,10
7486,2495,education-num,-1,1,FP,31,13
7489,2496,education-num,-1,1,FP,90,9
7502,2500,education-num,-1,1,FP,19,9
7509,2503,education-num,1,-1,FN,15,13
7510,2503,education-num,1,-1,FN,14,13
7513,2504,education-num,1,-1,FN,13,10
7528,2509,education-num,-1,1,FP,19,9
7546,2515,education-num,-1,1,FP,100,10
7564,2521,education-num,-1,1,FP,111,11
7585,2528,education-num,-1,1,FP,9,6
7603,2534,education-num,-1,1,FP,130,13
7609,2536,education-num,-1,1,FP,90,9
7621,2540,education-num,-1,1,FP,103,10
7638,2546,education-num,-1,1,FP,160,16
7656,2552,education-num,1,-1,FN,16,14
7659,2553,education-num,-1,1,FP,16,13
7668,2556,education-num,-1,1,FP,18,13
7671,2557,education-num,-1,1,FP,16,6
7672,2557,education-num,-1,1,FP,60,6
7678,2559,education-num,-1,1,FP,16,15
7698,2566,education-num,-1,1,FP,16,13
7704,2568,education-num,-1,1,FP,19,9
7710,2570,education-num,-1,1,FP,19,15
7719,2573,education-num,-1,1,FP,19,9
7743,2581,education-num,-1,1,FP,100,10
7772,2590,education-num,-1,1,FP,111,11
7774,2591,education-num,-1,1,FP,19,9
7779,2593,education-num,-1,1,FP,101,10
7788,2596,education-num,-1,1,FP,100,10
7792,2597,education-num,1,-1,FN,12,9
7797,2599,education-num,1,-1,FN,13,10
7806,2602,education-num,-1,1,FP,130,13
7821,2607,education-num,-1,1,FP,101,10
7827,2609,education-num,1,-1,FN,13,10
7835,2611,education-num,-1,1,FP,11,10
7841,2613,education-num,-1,1,FP,16,13
7845,2615,education-num,-1,1,FP,16,13
7855,2618,education-num,-1,1,FP,19,9
7861,2620,education-num,-1,1,FP,13,12
7865,2621,education-num,-1,1,FP,19,9
7872,2624,education-num,1,-1,FN,10,9
7876,2625,education-num,1,-1,FN,15,13
7879,2626,education-num,-1,1,FP,31,13
7881,2627,education-num,-1,1,FP,100,10
7907,2635,education-num,-1,1,FP,110,11
7909,2636,education-num,1,-1,FN,7,6
7912,2637,education-num,-1,1,FP,19,9
7926,2642,education-num,-1,1,FP,70,7
7948,2649,education-num,-1,1,FP,19,9
7964,2654,education-num,1,-1,FN,7,6
7969,2656,education-num,-1,1,FP,20,2
7979,2659,education-num,1,-1,FN,10,8
7980,2660,education-num,-1,1,FP,15,13
7992,2664,education-num,-1,1,FP,100,10
7996,2665,education-num,-1,1,FP,16,13
8001,2667,education-num,-1,1,FP,16,13
8007,2669,education-num,-1,1,FP,90,9
8015,2671,education-num,-1,1,FP,16,13
8035,2678,education-num,-1,1,FP,19,9
8044,2681,education-num,-1,1,FP,130,13
8048,2682,education-num,-1,1,FP,111,11
8058,2686,education-num,-1,1,FP,100,10
8073,2691,education-num,-1,1,FP,16,13
8085,2695,education-num,-1,1,FP,16,15
8108,2702,education-num,-1,1,FP,77,7
8111,2703,education-num,-1,1,FP,100,10
8121,2707,education-num,-1,1,FP,140,14
8132,2710,education-num,-1,1,FP,12,9
8140,2713,education-num,-1,1,FP,111,11
8145,2715,education-num,-1,1,FP,14,2
8159,2719,education-num,-1,1,FP,19,9
8160,2720,education-num,-1,1,FP,1,13
8166,2722,education-num,-1,1,FP,100,10
8169,2723,education-num,1,-1,FN,10,9
8176,2725,education-num,-1,1,FP,19,9
8193,2731,education-num,-1,1,FP,16,14
8197,2732,education-num,-1,1,FP,100,10
8202,2734,education-num,-1,1,FP,101,10
8207,2735,education-num,-1,1,FP,19,9
8226,2742,education-num,-1,1,FP,16,13
8236,2745,education-num,-1,1,FP,130,13
8247,2749,education-num,-1,1,FP,12,11
8253,2751,education-num,-1,1,FP,16,14
8266,2755,education-num,-1,1,FP,19,9
8272,2757,education-num,-1,1,FP,111,11
8277,2759,education-num,-1,1,FP,90,9
8279,2759,education-num,-1,1,FP,91,9
8324,2774,education-num,-1,1,FP,50,5
8333,2777,education-num,-1,1,FP,16,9
8337,2779,education-num,-1,1,FP,16,13
8340,2780,education-num,-1,1,FP,16,13
8361,2787,education-num,-1,1,FP,17,14
8365,2788,education-num,-1,1,FP,19,9
8386,2795,education-num,-1,1,FP,13,14
8390,2796,education-num,-1,1,FP,101,10
8394,2798,education-num,-1,1,FP,90,9
8403,2801,education-num,-1,1,FP,101,10
8412,2804,education-num,-1,1,FP,100,10
8427,2809,education-num,-1,1,FP,90,9
8431,2810,education-num,-1,1,FP,19,9
8438,2812,education-num,-1,1,FP,66,6
8439,2813,education-num,1,-1,FN,12,9
8455,2818,education-num,-1,1,FP,19,9
8461,2820,education-num,-1,1,FP,100,10
8466,2822,education-num,-1,1,FP,100,10
8472,2824,education-num,-1,1,FP,101,10
8489,2829,education-num,-1,1,FP,66,6
8502,2834,education-num,-1,1,FP,15,13
8507,2835,education-num,-1,1,FP,19,9
8515,2838,education-num,-1,1,FP,66,6
8523,2841,education-num,1,-1,FN,10,9
8526,2842,education-num,1,-1,FN,15,13
8560,2853,education-num,-1,1,FP,21,12
8563,2854,education-num,-1,1,FP,19,9
8575,2858,education-num,-1,1,FP,19,9
8589,2863,education-num,-1,1,FP,100,10
8596,2865,education-num,-1,1,FP,150,15
8611,2870,education-num,-1,1,FP,1,10
8615,2871,education-num,-1,1,FP,11,10
8628,2876,education-num,-1,1,FP,16,13
8644,2881,education-num,-1,1,FP,110,11
8666,2888,education-num,-1,1,FP,10,14
8671,2890,education-num,-1,1,FP,19,9
8676,2892,education-num,-1,1,FP,100,10
8684,2894,education-num,1,-1,FN,6,5
8694,2898,education-num,-1,1,FP,19,9
8704,2901,education-num,-1,1,FP,100,10
8718,2906,education-num,1,-1,FN,13,10
8738,2912,education-num,-1,1,FP,19,9
8754,2918,education-num,-1,1,FP,16,13
8760,2920,education-num,-1,1,FP,19,9
8784,2928,education-num,1,-1,FN,13,10
8787,2929,education-num,1,-1,FN,15,13
8809,2936,education-num,-1,1,FP,19,9
8814,2938,education-num,-1,1,FP,16,13
8833,2944,education-num,-1,1,FP,19,9
8841,2947,education-num,-1,1,FP,16,12
8848,2949,education-num,-1,1,FP,19,9
8857,2952,education-num,-1,1,FP,16,9
8863,2954,education-num,-1,1,FP,19,9
8869,2956,education-num,-1,1,FP,16,13
8873,2957,education-num,1,-1,FN,14,13
8877,2959,education-num,-1,1,FP,16,13
8884,2961,education-num,-1,1,FP,19,9
8892,2964,education-num,-1,1,FP,10,6
8895,2965,education-num,1,-1,FN,13,10
8919,2973,education-num,-1,1,FP,100,10
8927,2975,education-num,-1,1,FP,11,10
8938,2979,education-num,-1,1,FP,130,13
8971,2990,education-num,-1,1,FP,19,9
8980,2993,education-num,-1,1,FP,130,13
8990,2996,education-num,-1,1,FP,12,9
8992,2997,education-num,-1,1,FP,19,9
9000,3000,education-num,-1,1,FP,101,10
9007,3002,education-num,-1,1,FP,100,10
9028,3009,education-num,-1,1,FP,16,9
9052,3017,education-num,-1,1,FP,16,9
9057,3019,education-num,-1,1,FP,16,13
9075,3025,education-num,-1,1,FP,100,10
9078,3026,education-num,-1,1,FP,16,13
9085,3028,education-num,-1,1,FP,90,9
9091,3030,education-num,-1,1,FP,19,9
9094,3031,education-num,-1,1,FP,103,10
9106,3035,education-num,-1,1,FP,67,7
9115,3038,education-num,-1,1,FP,101,10
9117,3039,education-num,-1,1,FP,101,10
9121,3040,education-num,-1,1,FP,100,10
9123,3041,education-num,-1,1,FP,16,13
9129,3043,education-num,-1,1,FP,101,10
9135,3045,education-num,-1,1,FP,13,12
9162,3054,education-num,-1,1,FP,130,13
9177,3059,education-num,-1,1,FP,130,13
9181,3060,education-num,-1,1,FP,13,10
9195,3065,education-num,-1,1,FP,90,9
9204,3068,education-num,-1,1,FP,100,10
9238,3079,education-num,-1,1,FP,18,8
9243,3081,education-num,-1,1,FP,101,10
9269,3089,education-num,-1,1,FP,19,9
9289,3096,education-num,-1,1,FP,19,9
9296,3098,education-num,-1,1,FP,90,9
9305,3101,education-num,-1,1,FP,19,9
9329,3109,education-num,-1,1,FP,161,16
9330,3110,education-num,-1,1,FP,100,10
9340,3113,education-num,-1,1,FP,100,10
9352,3117,education-num,-1,1,FP,19,9
9364,3121,education-num,1,-1,FN,16,13
9367,3122,education-num,1,-1,FN,10,9
9371,3123,education-num,1,-1,FN,16,13
9377,3125,education-num,-1,1,FP,19,9
9404,3134,education-num,-1,1,FP,100,10
9411,3137,education-num,-1,1,FP,101,10
9415,3138,education-num,-1,1,FP,111,11
9419,3139,education-num,-1,1,FP,90,9
